Sentiment,Clean_Text,label,sequence
positive,the stock rose for a second day on wednesday bringing its twoday rise to gbx or,2,"[2, 109, 97, 9, 7, 131, 364, 15, 484, 1701, 16, 2199, 756, 6, 3320, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the stock rose for a third day on tuesday bringing its threeday rise to gbx or,2,"[2, 109, 97, 9, 7, 149, 364, 15, 596, 1701, 16, 1, 756, 6, 3320, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the transaction is in line with aspo s strategy to expand in the baltic sea region and in the eastern markets,2,"[2, 229, 11, 4, 172, 19, 393, 10, 292, 6, 465, 4, 2, 253, 1078, 383, 5, 4, 2, 812, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the transactions would increase earnings per share in the first quarter by some eur,2,"[2, 1099, 111, 94, 224, 72, 46, 4, 2, 53, 45, 20, 110, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,there has been some recovery of the base metals prices and increased demand for metals in china however,2,"[403, 18, 57, 110, 1702, 3, 2, 504, 895, 317, 5, 88, 434, 9, 895, 4, 218, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,this new representation extends comptel s global presence to a total of countries serving over customers in over countries worldwide,2,"[54, 41, 1, 2200, 765, 10, 158, 894, 6, 7, 66, 3, 177, 1514, 121, 98, 4, 121, 177, 813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,tietoenator itself uses nokia s intellisync mobile suite s wireless email calendar and device management capabilities and the company will now extend these services to its customers,2,"[1100, 1520, 1384, 65, 10, 3321, 68, 1934, 10, 766, 896, 1935, 5, 470, 119, 1703, 5, 2, 13, 12, 167, 2627, 195, 48, 6, 16, 98, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,total operating revenue grew by yearonyear to eurm,2,"[66, 37, 236, 336, 20, 333, 6, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,vacon s cash flow from operations grew to eur mn from eur mn a year ago,2,"[942, 10, 237, 467, 14, 63, 336, 6, 8, 17, 14, 8, 17, 7, 40, 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,vacon will supply drives to ruselprom in the power range from kw up to mw,1,"[942, 12, 208, 1101, 6, 1, 4, 2, 256, 316, 14, 3322, 55, 6, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,we also strengthen our existing partnership with cybercom says teleste cto esko myllyla,2,"[75, 47, 794, 86, 532, 994, 19, 1936, 249, 436, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,via the satlan acquisition teleste plans to further expand its market presence as a video services partner for cable operators broadcasters and iptv service providers,2,"[384, 2, 1, 170, 436, 279, 6, 214, 465, 16, 51, 894, 21, 7, 623, 48, 533, 9, 1521, 488, 1, 5, 1, 85, 1195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,with the acquisition the company will expand its offering to north central and south america it said,2,"[19, 2, 170, 2, 13, 12, 465, 16, 458, 6, 337, 425, 5, 722, 362, 26, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,with the extension of the new contract for a further eight engines the plant will now produce over mw it said,2,"[19, 2, 1385, 3, 2, 41, 64, 9, 7, 214, 1360, 1296, 2, 82, 12, 167, 1102, 121, 1000, 26, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,yit says the acquisition is a part of its strategy for expansion in central and eastern european markets,2,"[313, 249, 2, 170, 11, 7, 118, 3, 16, 292, 9, 690, 4, 425, 5, 812, 448, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,basware s product sales grew strongly in the financial period by percent,2,"[252, 10, 191, 27, 336, 3323, 4, 2, 67, 43, 20, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the second quarter of was the firstquarter with growth in net sales since the third quarter of said magnus rosen ramirent ceo,2,"[2, 131, 45, 3, 32, 2, 2628, 19, 168, 4, 30, 27, 301, 2, 149, 45, 3, 22, 1, 2629, 687, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the transaction strengthens our position in design and branded goods said fiskars president and ceo heikki allonen pointing out that the two groups have relatively few overlapping operations,2,"[2, 229, 1899, 86, 338, 4, 203, 5, 2201, 814, 22, 334, 251, 5, 138, 1937, 1, 1, 217, 29, 2, 124, 1493, 50, 1938, 767, 1, 63, 0, 0, 0, 0, 0, 0, 0]"
positive,february finnish textile and clothing company marimekko oyj hel mmov said today its preliminary operating profit grew to eur m in from eur m in,2,"[245, 24, 1691, 5, 753, 13, 594, 44, 79, 2187, 22, 62, 16, 1092, 37, 31, 336, 6, 8, 36, 4, 14, 8, 36, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,finnish componenta has published its new longterm strategy for the period with the aim of growing together with its customers,1,"[24, 581, 18, 506, 16, 41, 457, 292, 9, 2, 43, 19, 2, 510, 3, 667, 931, 19, 16, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish larox has signed a contract with the talvivaara project for the delivery of filters to the talvivaara nickel mine in sotkamo in finland,2,"[24, 2630, 18, 143, 7, 64, 19, 2, 674, 132, 9, 2, 415, 3, 2202, 6, 2, 674, 1196, 1522, 4, 3324, 4, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,affecto expects its net sales for the whole to increase from the level when they reached eur million,2,"[941, 228, 16, 30, 27, 9, 2, 441, 6, 94, 14, 2, 442, 247, 209, 996, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,cash flow from operations rose to eur mn from eur mn in,2,"[237, 467, 14, 63, 97, 6, 8, 17, 14, 8, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,commission income rose by to eur mn from eur mn in,2,"[1164, 481, 97, 20, 6, 8, 17, 14, 8, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,componenta s objective with this agreement is to increase business on its existing production lines,2,"[581, 10, 1704, 19, 54, 91, 11, 6, 94, 42, 15, 16, 532, 70, 768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,earnings per share for januaryjune were eur an increase of yearonyear eur,2,"[224, 72, 46, 9, 939, 77, 8, 34, 94, 3, 333, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,earnings per share eps rose to eur from eur,2,"[224, 72, 46, 246, 97, 6, 8, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,elisa said mobile subscriptions grew percent during mainly because of customers adopting socalled third generation mobile technology,2,"[534, 22, 68, 1082, 336, 69, 190, 727, 627, 3, 98, 3325, 2203, 149, 930, 68, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,eps for the quarter came in at eur up from eur a year ago and ahead of forecast of eur,2,"[246, 9, 2, 45, 836, 4, 25, 8, 55, 14, 8, 7, 40, 560, 5, 2204, 3, 1290, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,eps grew to eur from eur,2,"[246, 336, 6, 8, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,exports grew percent to million liters,2,"[1014, 336, 69, 6, 28, 640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish investment group panostaja oyj said its net profit went up to mln euro mln in fiscal ended october from mln euro mln in the same period of fiscal,2,"[24, 92, 35, 728, 44, 22, 16, 30, 31, 615, 55, 6, 38, 56, 38, 4, 692, 1297, 188, 14, 38, 56, 38, 4, 2, 136, 43, 3, 692, 0, 0, 0, 0, 0, 0]"
positive,finnish metal components supplier componenta oyj said its net profit went up to mln euro mln in from mln euro mln in,2,"[24, 682, 886, 287, 581, 44, 22, 16, 30, 31, 615, 55, 6, 38, 56, 38, 4, 14, 38, 56, 38, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,finnish silicon wafer technology company okmetic oyj omx helsinki okmv reported on thursday october an operating profit of eur m for januaryseptember up from eur m in the corresponding period in,2,"[24, 1005, 1685, 80, 13, 530, 44, 113, 58, 2189, 205, 15, 617, 188, 34, 37, 31, 3, 8, 36, 9, 841, 55, 14, 8, 36, 4, 2, 81, 43, 4, 0, 0, 0, 0]"
positive,fiskars brands report net sales of eur mn up from eur mn,2,"[334, 565, 173, 30, 27, 3, 8, 17, 55, 14, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,geosentric oyj s geosolutions business unit gypsii the mobile digital lifestyle application and geomobility social networking platform has signed an agreement with nanjing mynet to make the gypsii mobile social networking platform available to customers of china mobile,2,"[1386, 44, 10, 2631, 42, 114, 1197, 2, 68, 558, 1, 471, 5, 1, 851, 1387, 618, 18, 143, 34, 91, 19, 1, 1, 6, 322, 2, 1197, 68, 851, 1387, 618, 272, 6, 98]"
positive,helsinki afx outokumpu technology said it has signed a mln eur agreement with mongolia s erdenet mining corporation for the engineering of the first hydrocopper plant to be built at the erdenet mine site,2,"[58, 460, 597, 80, 22, 26, 18, 143, 7, 38, 8, 91, 19, 1, 10, 3326, 1015, 73, 9, 2, 202, 3, 2, 53, 1, 82, 6, 23, 426, 25, 2, 3326, 1522, 566, 0]"
positive,however the proportion of the paid standing orders grew in,2,"[187, 2, 1939, 3, 2, 639, 1, 266, 336, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in addition to the demand in finland the export of lining stone products also increased,2,"[4, 276, 6, 2, 434, 4, 33, 2, 1165, 3, 2632, 1523, 71, 47, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in januaryseptember the group s net sales from continuing operations rose to eur mn from eur mn in the corresponding period in,2,"[4, 841, 2, 35, 10, 30, 27, 14, 845, 63, 97, 6, 8, 17, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in julyseptember yit s net sales increased to eur mn compared to eur mn in the corresponding period in,2,"[4, 1696, 313, 10, 30, 27, 88, 6, 8, 17, 61, 6, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,in the reporting period net sales rose by yearonyear to eur m due to the business acquisitions realized during the first half of the effect of which was eur m in the review period,2,"[4, 2, 713, 43, 30, 27, 97, 20, 333, 6, 8, 36, 285, 6, 2, 42, 881, 1940, 190, 2, 53, 193, 3, 2, 693, 3, 49, 32, 8, 36, 4, 2, 1292, 43, 0]"
positive,in the reporting period the company s operating profit grew by to eur million,2,"[4, 2, 713, 43, 2, 13, 10, 37, 31, 336, 20, 6, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,last year s net sales rose to eur million from eur million,2,"[127, 40, 10, 30, 27, 97, 6, 8, 28, 14, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,last year the company raised its turnover to approximately million litas eur mln from million litas in,2,"[127, 40, 2, 13, 878, 16, 298, 6, 160, 28, 1941, 8, 38, 14, 28, 1941, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,adp news nov finnish ac drives manufacturer vacon oyj omx vacv said today that it had set up new representative offices in romania and ukraine to serve the growing markets in eastern and southeastern europe,2,"[446, 163, 1192, 24, 999, 1101, 232, 942, 44, 113, 1, 22, 62, 29, 26, 137, 367, 55, 41, 1524, 852, 4, 1705, 5, 1367, 6, 897, 2, 667, 154, 4, 812, 5, 2633, 258]"
positive,marimekko group s fullyear net sales are estimated to increase by about,2,"[594, 35, 10, 1198, 30, 27, 39, 215, 6, 94, 20, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales surged by to eur million,2,"[30, 27, 1362, 20, 6, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,net sales went up by yearonyear to eur million affected by the business acquisitions realized during the previous financial period the effect of which was eur million on the review period,2,"[30, 27, 615, 55, 20, 333, 6, 8, 28, 1706, 20, 2, 42, 881, 1940, 190, 2, 439, 67, 43, 2, 693, 3, 49, 32, 8, 28, 15, 2, 1292, 43, 0, 0, 0, 0]"
positive,nevertheless its market share rose to percent from percent a year earlier,2,"[2205, 16, 51, 46, 97, 6, 69, 14, 69, 7, 40, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,nokia the world s largest mobile phone manufacturer and china postel china s largest mobile phone distributor have a longstanding partnership that continues to grow stronger over time,2,"[65, 2, 210, 10, 212, 68, 274, 232, 5, 218, 1, 218, 10, 212, 68, 274, 1388, 50, 7, 2206, 994, 29, 1199, 6, 1181, 1707, 121, 233, 0, 0, 0, 0, 0, 0, 0]"
positive,octoberdecember sales were mln eur or a pct increase year on year,2,"[1, 27, 77, 38, 8, 100, 7, 101, 94, 40, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,olvi which controls a percent stake in ragutis through a le coq said in its annual report published earlier this year that the lithuanian brewery s sales reached million euros last year a rise of percent from million euros in,2,"[769, 49, 1298, 7, 69, 192, 4, 1515, 183, 7, 1389, 1708, 22, 4, 16, 159, 173, 506, 126, 54, 40, 29, 2, 1363, 1693, 10, 27, 996, 28, 175, 127, 40, 7, 756, 3]"
positive,olvi expects sales and market share to increase in the first quarter of,2,"[769, 228, 27, 5, 51, 46, 6, 94, 4, 2, 53, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,olvi s target is to strengthen its market share in soft drinks mineral waters ciders long drinks and energy drinks,1,"[769, 10, 341, 11, 6, 794, 16, 51, 46, 4, 1942, 1709, 3327, 1, 3328, 535, 1709, 5, 219, 1709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit increased to eur mn from eur mn in the corresponding period in,2,"[37, 31, 88, 6, 8, 17, 14, 8, 17, 4, 2, 81, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit of the asian plants grew markedly,2,"[37, 31, 3, 2, 1096, 404, 336, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit totaled eur mn up from eur mn in,2,"[37, 31, 231, 8, 17, 55, 14, 8, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,operating profit totalled eur mn up from eur mn yearonyear,2,"[37, 31, 216, 8, 17, 55, 14, 8, 17, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,production capacity will increase from to tonnes per year and the raw material will continue to be recycled paper and board,2,"[70, 222, 12, 94, 14, 6, 482, 72, 40, 5, 2, 612, 628, 12, 312, 6, 23, 1710, 129, 5, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,profit for the period increased from eur mn to eur mn,2,"[31, 9, 2, 43, 88, 14, 8, 17, 6, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,profit per share was eur up from eur,2,"[31, 72, 46, 32, 8, 55, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,return on capital employed rose by percentage points to,2,"[759, 15, 90, 2207, 97, 20, 2208, 694, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,revenue from july to september grew percent to euro billion the finnish company said thursday,2,"[236, 14, 361, 6, 171, 336, 69, 6, 56, 169, 2, 24, 13, 22, 617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,revenue grew percent to euro million us million from euro million,2,"[236, 336, 69, 6, 56, 28, 99, 28, 14, 56, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,ruukki s order book at the end of was up yearonyear and up quarteronquarter,2,"[260, 10, 105, 1079, 25, 2, 146, 3, 32, 55, 333, 5, 55, 3329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,ruukki signed the contract with norwegian company veidekke entreprenor as,2,"[260, 143, 2, 64, 19, 892, 13, 3330, 1, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,sales in finland rose by and international growth was,2,"[27, 4, 33, 97, 20, 5, 242, 168, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,sales of security and system packaging increased slightly,2,"[27, 3, 325, 5, 165, 472, 88, 717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,stora enso s thirdquarter pretax profit doubled to eur mn,2,"[259, 281, 10, 1906, 271, 31, 1889, 6, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,strongest growth was seen in the new markets in russia the czech republic and slovakia,2,"[3331, 168, 32, 940, 4, 2, 41, 154, 4, 123, 2, 853, 943, 5, 2209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the airline has ordered nine airbus a aircraft with deliveries from and in doing so becomes the lead airline for the latest variant of rollsroyce trent series engines called the,2,"[2, 944, 18, 1016, 255, 2210, 7, 1943, 19, 567, 14, 5, 4, 3332, 714, 2591, 2, 757, 944, 9, 2, 729, 3333, 3, 1, 1, 1172, 1296, 1711, 2, 0, 0, 0, 0, 0]"
positive,the company is now intensifying its smelter operations and increasing its annual production capacity to tonnes of copper,2,"[2, 13, 11, 167, 1, 16, 2634, 63, 5, 1171, 16, 159, 70, 222, 6, 482, 3, 2211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the company s market share is continued to increase further,2,"[2, 13, 10, 51, 46, 11, 629, 6, 94, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the company s scheduled traffic measured in revenue passenger kilometres rpk grew by just over and nearly more passengers were carried on scheduled flights than in february,2,"[2, 13, 10, 536, 376, 2166, 4, 236, 840, 2167, 3262, 336, 20, 898, 121, 5, 1200, 95, 1103, 77, 676, 15, 536, 1201, 87, 4, 245, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the company said that its investments in the new market areas resulted in sales increase in sweden poland russia and lithuania,2,"[2, 13, 22, 29, 16, 418, 4, 2, 41, 51, 427, 2212, 4, 27, 94, 4, 248, 598, 123, 5, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the disposal of autotank will also strengthen aspo s capital structure commented gustav nyberg ceo of aspo,2,"[2, 2213, 3, 3334, 12, 47, 794, 393, 10, 90, 683, 3335, 1, 2214, 138, 3, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the earnings per share for the quarter came in at eur up from the eur of the same quarter a year earlier,2,"[2, 224, 72, 46, 9, 2, 45, 836, 4, 25, 8, 55, 14, 2, 8, 3, 2, 136, 45, 7, 40, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the economic occupancy rate of sponda s property portfolio rose to from in,2,"[2, 854, 1, 805, 3, 802, 10, 584, 552, 97, 6, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the finnish supplier of bssoss and vas for telecom operators tecnotree has received expansion orders worth a total us mn for its convergent charging and next generation messaging solutions in latin america the company announced without specifying which operators had placed the orders,2,"[2, 24, 287, 3, 3336, 5, 2635, 9, 489, 488, 1390, 18, 469, 690, 266, 428, 7, 66, 99, 17, 9, 16, 1925, 846, 5, 329, 930, 1513, 84, 4, 1291, 362, 2, 13, 153]"
positive,the group s month operating profit grew percent to million euros,2,"[2, 35, 10, 416, 37, 31, 336, 69, 6, 28, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the growth in the activeness of talentum s customers which started at the end of continued during the reporting period the company stated,2,"[2, 168, 4, 2, 1, 3, 795, 10, 98, 49, 385, 25, 2, 146, 3, 629, 190, 2, 713, 43, 2, 13, 1712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the growth of net sales in the first half of has been compared with the first half of,2,"[2, 168, 3, 30, 27, 4, 2, 53, 193, 3, 18, 57, 61, 19, 2, 53, 193, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the pretax profit of the group s life insurance business increased to eur million from eur million,2,"[2, 271, 31, 3, 2, 35, 10, 614, 348, 42, 88, 6, 8, 28, 14, 8, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the pretax profit of the group s life insurance business increased to eurm from eurm,2,"[2, 271, 31, 3, 2, 35, 10, 614, 348, 42, 88, 6, 103, 14, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the total delivery volume of paper businesses in was tonnes up from tonnes in,2,"[2, 66, 415, 392, 3, 129, 630, 4, 32, 482, 55, 14, 482, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the value of the firm s forestry holdings increased by sek bn,2,"[2, 104, 3, 2, 382, 10, 1271, 711, 88, 20, 587, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,this new deal has strengthened the partnership from telemig celular and tecnomen which it has started since the beginning of telemig s prepaid operations,2,"[54, 41, 142, 18, 1912, 2, 994, 14, 2636, 3337, 5, 1091, 49, 26, 18, 385, 301, 2, 695, 3, 2636, 10, 1525, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,turnover rose to eurm from eurm,2,"[298, 97, 6, 103, 14, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,xerox and stora enso have teamed up to tailor the igen to the shortrun ondemand packaging market,2,"[1, 5, 259, 281, 50, 1, 55, 6, 1, 2, 1, 6, 2, 1, 1, 472, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,yit construction and the town of riihimki have signed a lease contract whereby the town will occupy the travel centre office facilities,2,"[313, 89, 5, 2, 1526, 3, 1, 50, 143, 7, 1391, 64, 1502, 2, 1526, 12, 1, 2, 1104, 1369, 221, 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the upgrade is intended to raise the network capacity from mhz to mhz in several cities enabling bidirectional services for digital television as well as broadband data,2,"[2, 1202, 11, 2215, 6, 1105, 2, 180, 222, 14, 1527, 6, 1527, 4, 405, 1528, 1284, 1, 48, 9, 558, 3338, 21, 93, 21, 645, 164, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the finnish company stockmann has signed the contract with the company technopolis,1,"[2, 24, 13, 443, 18, 143, 2, 64, 19, 2, 13, 751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,according to its notice skandinaviska enskilda banken ab publ helsinki branch has on august divested in total alma media shares to ilkkayhtyma oyj and kaleva kustannus oy as the conditions of the agreement made by the companies on july fulfilled,1,"[76, 6, 16, 1392, 1, 1, 1, 429, 3339, 58, 1170, 18, 15, 261, 1393, 4, 66, 350, 144, 52, 6, 2216, 44, 5, 3340, 3341, 106, 21, 2, 899, 3, 2, 91, 225, 20]"
